set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Petilil,29,One Diamond,Grass,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Lilligant,30,Two Diamond,Grass,Stage1,Petilil,No
Genetic Apex,A1,2024-10-30,226,Charizard,Skiddo,31,One Diamond,Grass,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Gogoat,32,One Diamond,Grass,Stage1,Skiddo,No
Genetic Apex,A1,2024-10-30,226,Charizard,Charmander,33,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Charmeleon,34,Two Diamond,Fire,Stage1,Charmander,No
Genetic Apex,A1,2024-10-30,226,Charizard,Charizard,35,Three Diamond,Fire,Stage2,Charmeleon,No
Genetic Apex,A1,2024-10-30,226,Charizard,Charizard ex,36,Four Diamond,Fire,Stage2,Charmeleon,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Vulpix,37,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Ninetales,38,Two Diamond,Fire,Stage1,Vulpix,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Growlithe,39,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Arcanine,40,Three Diamond,Fire,Stage1,Growlithe,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Arcanine ex,41,Four Diamond,Fire,Stage1,Growlithe,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Ponyta,42,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Rapidash,43,Two Diamond,Fire,Stage1,Ponyta,No
Genetic Apex,A1,2024-10-30,226,Charizard,Magmar,44,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Flareon,45,Three Diamond,Fire,Stage1,Eevee,No
Genetic Apex,A1,2024-10-30,226,Charizard,Moltres,46,Three Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Moltres ex,47,Four Diamond,Fire,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Heatmor,48,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Salandit,49,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Salazzle,50,One Diamond,Fire,Stage1,Salandit,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Sizzlipede,51,One Diamond,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Centiskorch,52,Two Diamond,Fire,Stage1,Sizzlipede,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Squirtle,53,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Wartortle,54,Two Diamond,Water,Stage1,Squirtle,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Blastoise,55,Three Diamond,Water,Stage2,Wartortle,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Blastoise ex,56,Four Diamond,Water,Stage2,Wartortle,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Psyduck,57,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Golduck,58,Two Diamond,Water,Stage1,Psyduck,No
Genetic Apex,A1,2024-10-30,226,Charizard,Poliwag,59,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Poliwhirl,60,Two Diamond,Water,Stage1,Poliwag,No
Genetic Apex,A1,2024-10-30,226,Charizard,Poliwrath,61,Three Diamond,Water,Stage2,Poliwhirl,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Tentacool,62,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Tentacruel,63,Two Diamond,Water,Stage1,Tentacool,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Seel,64,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Dewgong,65,Two Diamond,Water,Stage1,Seel,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Shellder,66,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Cloyster,67,Two Diamond,Water,Stage1,Shellder,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Krabby,68,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Kingler,69,Two Diamond,Water,Stage1,Krabby,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Horsea,70,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Seadra,71,Two Diamond,Water,Stage1,Horsea,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Goldeen,72,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Seaking,73,One Diamond,Water,Stage1,Goldeen,No
Genetic Apex,A1,2024-10-30,226,Charizard,Staryu,74,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Starmie,75,Two Diamond,Water,Stage1,Staryu,No
Genetic Apex,A1,2024-10-30,226,Charizard,Starmie ex,76,Four Diamond,Water,Stage1,Staryu,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Magikarp,77,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Gyarados,78,Three Diamond,Water,Stage1,Magikarp,No
Genetic Apex,A1,2024-10-30,226,Charizard,Lapras,79,Three Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Vaporeon,80,Three Diamond,Water,Stage1,Eevee,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Omanyte,81,Two Diamond,Water,Stage1,Helix Fossil,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Omastar,82,Three Diamond,Water,Stage2,Omanyte,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno,83,Three Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno ex,84,Four Diamond,Water,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Ducklett,85,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Swanna,86,Two Diamond,Water,Stage1,Ducklett,No
Genetic Apex,A1,2024-10-30,226,Charizard,Froakie,87,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Frogadier,88,Two Diamond,Water,Stage1,Froakie,No
Genetic Apex,A1,2024-10-30,226,Charizard,Greninja,89,Three Diamond,Water,Stage2,Frogadier,No
Genetic Apex,A1,2024-10-30,226,Charizard,Pyukumuku,90,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Bruxish,91,Two Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Snom,92,One Diamond,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Frosmoth,93,Two Diamond,Water,Stage1,Snom,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu,94,One Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Raichu,95,Three Diamond,Lightning,Stage1,Pikachu,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu ex,96,Four Diamond,Lightning,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Magnemite,97,One Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Magneton,98,Three Diamond,Lightning,Stage1,Magnemite,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Voltorb,99,One Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Electrode,100,Two Diamond,Lightning,Stage1,Voltorb,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Electabuzz,101,One Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Jolteon,102,Three Diamond,Lightning,Stage1,Eevee,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos,103,Three Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos ex,104,Four Diamond,Lightning,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Blitzle,105,One Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Zebstrika,106,Two Diamond,Lightning,Stage1,Blitzle,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Tynamo,107,One Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Eelektrik,108,Two Diamond,Lightning,Stage1,Tynamo,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Eelektross,109,Three Diamond,Lightning,Stage2,Eelektrik,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Helioptile,110,One Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Heliolisk,111,One Diamond,Lightning,Stage1,Helioptile,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Pincurchin,112,Two Diamond,Lightning,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Clefairy,113,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Clefable,114,Two Diamond,Psychic,Stage1,Clefairy,No
Genetic Apex,A1,2024-10-30,226,Charizard,Abra,115,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kadabra,116,Two Diamond,Psychic,Stage1,Abra,No
Genetic Apex,A1,2024-10-30,226,Charizard,Alakazam,117,Three Diamond,Psychic,Stage2,Kadabra,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Slowpoke,118,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Slowbro,119,Two Diamond,Psychic,Stage1,Slowpoke,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gastly,120,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Haunter,121,Two Diamond,Psychic,Stage1,Gastly,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar,122,Three Diamond,Psychic,Stage2,Haunter,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar ex,123,Four Diamond,Psychic,Stage2,Haunter,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Drowzee,124,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Hypno,125,Three Diamond,Psychic,Stage1,Drowzee,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mr. Mime,126,Two Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Jynx,127,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo,128,Three Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo ex,129,Four Diamond,Psychic,Basic,,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Ralts,130,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Kirlia,131,Two Diamond,Psychic,Stage1,Ralts,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gardevoir,132,Three Diamond,Psychic,Stage2,Kirlia,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Woobat,133,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Swoobat,134,One Diamond,Psychic,Stage1,Woobat,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Golett,135,One Diamond,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Golurk,136,Two Diamond,Psychic,Stage1,Golett,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Sandshrew,137,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Sandslash,138,Two Diamond,Fighting,Stage1,Sandshrew,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Diglett,139,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Dugtrio,140,Two Diamond,Fighting,Stage1,Diglett,No
Genetic Apex,A1,2024-10-30,226,Charizard,Mankey,141,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Primeape,142,Two Diamond,Fighting,Stage1,Mankey,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machop,143,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machoke,144,Two Diamond,Fighting,Stage1,Machop,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp,145,Three Diamond,Fighting,Stage2,Machoke,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp ex,146,Four Diamond,Fighting,Stage2,Machoke,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Geodude,147,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Graveler,148,Two Diamond,Fighting,Stage1,Geodude,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Golem,149,Three Diamond,Fighting,Stage2,Graveler,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Onix,150,Two Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Cubone,151,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Marowak,152,Two Diamond,Fighting,Stage1,Cubone,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Marowak ex,153,Four Diamond,Fighting,Stage1,Cubone,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Hitmonlee,154,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Hitmonchan,155,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Rhyhorn,156,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Rhydon,157,Two Diamond,Fighting,Stage1,Rhyhorn,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kabuto,158,Two Diamond,Fighting,Stage1,Dome Fossil,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kabutops,159,Three Diamond,Fighting,Stage2,Kabuto,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Mienfoo,160,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Mienshao,161,Two Diamond,Fighting,Stage1,Mienfoo,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Clobbopus,162,One Diamond,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Grapploct,163,Two Diamond,Fighting,Stage1,Clobbopus,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Ekans,164,One Diamond,Darkness,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Arbok,165,Two Diamond,Darkness,Stage1,Ekans,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoran♀,166,One Diamond,Darkness,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidorina,167,Two Diamond,Darkness,Stage1,Nidoran♀,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoqueen,168,Three Diamond,Darkness,Stage2,Nidorina,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoran♂,169,One Diamond,Darkness,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidorino,170,Two Diamond,Darkness,Stage1,Nidoran♂,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoking,171,Three Diamond,Darkness,Stage2,Nidorino,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Zubat,172,One Diamond,Darkness,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Golbat,173,Two Diamond,Darkness,Stage1,Zubat,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Grimer,174,One Diamond,Darkness,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Muk,175,Three Diamond,Darkness,Stage1,Grimer,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Koffing,176,One Diamond,Darkness,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Weezing,177,Three Diamond,Darkness,Stage1,Koffing,No
Genetic Apex,A1,2024-10-30,226,Charizard,Mawile,178,One Diamond,Metal,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Pawniard,179,One Diamond,Metal,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Bisharp,180,Two Diamond,Metal,Stage1,Pawniard,No
Genetic Apex,A1,2024-10-30,226,Charizard,Meltan,181,One Diamond,Metal,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Melmetal,182,Three Diamond,Metal,Stage1,Meltan,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dratini,183,One Diamond,Dragon,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dragonair,184,Two Diamond,Dragon,Stage1,Dratini,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dragonite,185,Three Diamond,Dragon,Stage2,Dragonair,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgey,186,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgeotto,187,One Diamond,Colorless,Stage1,Pidgey,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgeot,188,Three Diamond,Colorless,Stage2,Pidgeotto,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Rattata,189,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Raticate,190,One Diamond,Colorless,Stage1,Rattata,No
Genetic Apex,A1,2024-10-30,226,Charizard,Spearow,191,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Fearow,192,One Diamond,Colorless,Stage1,Spearow,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Jigglypuff,193,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff,194,One Diamond,Colorless,Stage1,Jigglypuff,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff ex,195,Four Diamond,Colorless,Stage1,Jigglypuff,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Meowth,196,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Persian,197,Two Diamond,Colorless,Stage1,Meowth,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Farfetch'd,198,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Doduo,199,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Dodrio,200,Two Diamond,Colorless,Stage1,Doduo,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Lickitung,201,Two Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Chansey,202,Two Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kangaskhan,203,Three Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Tauros,204,Two Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Ditto,205,Three Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Eevee,206,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Eevee,207,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Eevee,208,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Porygon,209,Two Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Aerodactyl,210,Three Diamond,Colorless,Stage1,Old Amber,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Snorlax,211,Three Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Minccino,212,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Cinccino,213,Two Diamond,Colorless,Stage1,Minccino,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Wooloo,214,One Diamond,Colorless,Basic,,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Dubwool,215,One Diamond,Colorless,Stage1,Wooloo,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Helix Fossil,216,One Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Dome Fossil,217,One Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Old Amber,218,One Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Erika,219,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Misty,220,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Blaine,221,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Koga,222,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Giovanni,223,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Brock,224,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Sabrina,225,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Lt. Surge,226,Two Diamond,Trainer,,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Bulbasaur,227,One Star,Grass,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Gloom,228,One Star,Grass,Stage1,Oddish,No
Genetic Apex,A1,2024-10-30,226,Charizard,Pinsir,229,One Star,Grass,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Charmander,230,One Star,Fire,Basic,,No
Genetic Apex,A1,2024-10-30,226,Charizard,Rapidash,231,One Star,Fire,Stage1,Ponyta,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Squirtle,232,One Star,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Gyarados,233,One Star,Water,Stage1,Magikarp,No
Genetic Apex,A1,2024-10-30,226,Charizard,Lapras,234,One Star,Water,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Electrode,235,One Star,Lightning,Stage1,Voltorb,No
Genetic Apex,A1,2024-10-30,226,Charizard,Alakazam,236,One Star,Psychic,Stage2,Kadabra,No
Genetic Apex,A1,2024-10-30,226,Charizard,Slowpoke,237,One Star,Psychic,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Diglett,238,One Star,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Cubone,239,One Star,Fighting,Basic,,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoqueen,240,One Star,Darkness,Stage2,Nidorina,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoking,241,One Star,Darkness,Stage2,Nidorino,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Golbat,242,One Star,Darkness,Stage1,Zubat,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Weezing,243,One Star,Darkness,Stage1,Koffing,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dragonite,244,One Star,Dragon,Stage2,Dragonair,No
