set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Alakazam,031,Three Diamond,Psychic,Stage2,Kadabra,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Mr. Mime,032,One Diamond,Psychic,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Drifloon,033,One Diamond,Psychic,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Drifblim,034,Two Diamond,Psychic,Stage1,Drifloon,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Giratina ex,035,Four Diamond,Psychic,Basic,N/A,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Gimmighoul,036,One Diamond,Psychic,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Machop,037,One Diamond,Fighting,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Machoke,038,One Diamond,Fighting,Stage1,Machop,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Machamp,039,Three Diamond,Fighting,Stage2,Machoke,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Hitmonlee,040,One Diamond,Fighting,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Hitmonchan,041,One Diamond,Fighting,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Riolu,042,One Diamond,Fighting,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Lucario ex,043,Four Diamond,Fighting,Stage1,Riolu,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Flamigo,044,Two Diamond,Fighting,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Ekans,045,One Diamond,Darkness,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Arbok,046,Two Diamond,Darkness,Stage1,Ekans,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Paldean Wooper,047,One Diamond,Darkness,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Paldean Clodsire ex,048,Four Diamond,Darkness,Stage1,Paldean Wooper,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Spiritomb,049,Two Diamond,Darkness,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Shroodle,050,One Diamond,Darkness,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Grafaiai,051,Three Diamond,Darkness,Stage1,Shroodle,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkatink,052,One Diamond,Metal,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkatuff,053,Two Diamond,Metal,Stage1,Tinkatink,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkaton ex,054,Four Diamond,Metal,Stage2,Tinkatuff,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Varoom,055,One Diamond,Metal,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Revavroom,056,Two Diamond,Metal,Stage1,Varoom,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Gholdengo,057,Three Diamond,Metal,Stage1,Gimmighoul,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Rattata,058,One Diamond,Colorless,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Raticate,059,One Diamond,Colorless,Stage1,Rattata,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Jigglypuff,060,One Diamond,Colorless,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Wigglytuff,061,Three Diamond,Colorless,Stage1,Jigglypuff,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Lickitung,062,One Diamond,Colorless,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Lickilicky,063,One Diamond,Colorless,Stage1,Lickitung,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Bidoof,064,One Diamond,Colorless,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Bibarel ex,065,Four Diamond,Colorless,Stage1,Bidoof,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Buneary,066,One Diamond,Colorless,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Lopunny,067,One Diamond,Colorless,Stage1,Buneary,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Cyclizar,068,Two Diamond,Colorless,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Iono,069,Two Diamond,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pokémon Center Lady,070,Two Diamond,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Red,071,Two Diamond,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Team Rocket Grunt,072,Two Diamond,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Meowscarada,073,One Star,Grass,Stage2,Floragato,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Buizel,074,One Star,Water,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tatsugiri,075,One Star,Water,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Grafaiai,076,One Star,Darkness,Stage1,Shroodle,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Gholdengo,077,One Star,Metal,Stage1,Gimmighoul,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Wigglytuff,078,One Star,Colorless,Stage1,Jigglypuff,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Beedrill ex,079,Two Star,Grass,Stage2,Kakuna,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Charizard ex,080,Two Star,Fire,Stage2,Charmeleon,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Wugtrio ex,081,Two Star,Water,Stage1,Wiglett,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pikachu ex,082,Two Star,Lightning,Basic,N/A,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Giratina ex,083,Two Star,Psychic,Basic,N/A,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Lucario ex,084,Two Star,Fighting,Stage1,Riolu,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Paldean Clodsire ex,085,Two Star,Darkness,Stage1,Paldean Wooper,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkaton ex,086,Two Star,Metal,Stage2,Tinkatuff,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Bibarel ex,087,Two Star,Colorless,Stage1,Bidoof,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Iono,088,Two Star,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pokémon Center Lady,089,Two Star,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Red,090,Two Star,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Team Rocket Grunt,091,Two Star,Trainer,N/A,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pikachu ex,092,Two Star,Lightning,Basic,N/A,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Paldean Clodsire ex,093,Two Star,Darkness,Stage1,Paldean Wooper,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkaton ex,094,Two Star,Metal,Stage2,Tinkatuff,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Bibarel ex,095,Two Star,Colorless,Stage1,Bidoof,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Giratina ex,096,Three Star,Psychic,Basic,N/A,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Weedle,097,One Shiny,Grass,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Kakuna,098,One Shiny,Grass,Stage1,Weedle,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Charmander,099,One Shiny,Fire,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Charmeleon,100,One Shiny,Fire,Stage1,Charmander,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Wiglett,101,One Shiny,Water,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Dondozo,102,One Shiny,Water,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pachirisu,103,One Shiny,Lightning,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Riolu,104,One Shiny,Fighting,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Varoom,105,One Shiny,Metal,Basic,N/A,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Revavroom,106,One Shiny,Metal,Stage1,Varoom,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Beedrill ex,107,Two Shiny,Grass,Stage2,Kakuna,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Charizard ex,108,Two Shiny,Fire,Stage2,Charmeleon,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Wugtrio ex,109,Two Shiny,Water,Stage1,Wiglett,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Lucario ex,110,Two Shiny,Fighting,Stage1,Riolu,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Poké Ball,111,Crown,Trainer,N/A,N/A,No
