set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Galvantula,027,Two Diamond,Lightning,Stage1,Joltik,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Espeon,028,Three Diamond,Psychic,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Woobat,029,One Diamond,Psychic,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Swoobat,030,Two Diamond,Psychic,Stage1,Woobat,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Swirlix,031,One Diamond,Psychic,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Slurpuff,032,Two Diamond,Psychic,Stage1,Swirlix,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Sylveon,033,Three Diamond,Psychic,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Sylveon ex,034,Four Diamond,Psychic,Stage1,Eevee,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Mimikyu,035,Two Diamond,Psychic,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Milcery,036,One Diamond,Psychic,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Alcremie,037,Two Diamond,Psychic,Stage1,Milcery,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Barboach,038,One Diamond,Fighting,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Whiscash,039,Two Diamond,Fighting,Stage1,Barboach,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Mienfoo,040,One Diamond,Fighting,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Mienshao,041,Two Diamond,Fighting,Stage1,Mienfoo,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Carbink,042,One Diamond,Fighting,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Umbreon,043,Three Diamond,Darkness,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Sableye,044,One Diamond,Darkness,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Purrloin,045,One Diamond,Darkness,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Liepard,046,Two Diamond,Darkness,Stage1,Purrloin,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Mawile,047,One Diamond,Metal,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Togedemaru,048,One Diamond,Metal,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Meltan,049,One Diamond,Metal,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Melmetal,050,Two Diamond,Metal,Stage1,Meltan,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Dratini,051,One Diamond,Dragon,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Dragonair,052,One Diamond,Dragon,Stage1,Dratini,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Dragonite ex,053,Four Diamond,Dragon,Stage2,Dragonair,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Drampa,054,Two Diamond,Dragon,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Eevee,055,One Diamond,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Eevee ex,056,Four Diamond,Colorless,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Snorlax ex,057,Four Diamond,Colorless,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Aipom,058,One Diamond,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Ambipom,059,Two Diamond,Colorless,Stage1,Aipom,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Chatot,060,One Diamond,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Audino,061,One Diamond,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Minccino,062,One Diamond,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Cinccino,063,Two Diamond,Colorless,Stage1,Minccino,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Skwovet,064,One Diamond,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Greedent,065,Two Diamond,Colorless,Stage1,Skwovet,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Eevee Bag,066,Two Diamond,Trainer,N/A,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Leftovers,067,Two Diamond,Trainer,N/A,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Hau,068,Two Diamond,Trainer,N/A,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Penny,069,Two Diamond,Trainer,N/A,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Leafeon,070,One Star,Grass,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Flareon,071,One Star,Fire,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Vaporeon,072,One Star,Water,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Glaceon,073,One Star,Water,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Jolteon,074,One Star,Lightning,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Espeon,075,One Star,Psychic,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Sylveon,076,One Star,Psychic,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Umbreon,077,One Star,Darkness,Stage1,Eevee,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Eevee,078,One Star,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Flareon ex,079,Two Star,Fire,Stage1,Eevee,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Primarina ex,080,Two Star,Water,Stage2,Brionne,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Sylveon ex,081,Two Star,Psychic,Stage1,Eevee,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Dragonite ex,082,Two Star,Dragon,Stage2,Dragonair,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Eevee ex,083,Two Star,Colorless,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Snorlax ex,084,Two Star,Colorless,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Hau,085,Two Star,Trainer,N/A,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Penny,086,Two Star,Trainer,N/A,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Flareon ex,087,Two Star,Fire,Stage1,Eevee,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Primarina ex,088,Two Star,Water,Stage2,Brionne,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Sylveon ex,089,Two Star,Psychic,Stage1,Eevee,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Dragonite ex,090,Two Star,Dragon,Stage2,Dragonair,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Snorlax ex,091,Two Star,Colorless,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Eevee ex,092,Three Star,Colorless,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Pinsir,093,One Shiny,Grass,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Lapras,094,One Shiny,Water,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Voltorb,095,One Shiny,Lightning,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Electrode,096,One Shiny,Lightning,Stage1,Voltorb,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Ralts,097,One Shiny,Psychic,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Kirlia,098,One Shiny,Psychic,Stage1,Ralts,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Gardevoir,099,One Shiny,Psychic,Stage2,Kirlia,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Ekans,100,One Shiny,Darkness,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Arbok,101,One Shiny,Darkness,Stage1,Ekans,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Farfetch'd,102,One Shiny,Colorless,Basic,N/A,No
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Moltres ex,103,Two Shiny,Fire,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Articuno ex,104,Two Shiny,Water,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Zapdos ex,105,Two Shiny,Lightning,Basic,N/A,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Gallade ex,106,Two Shiny,Fighting,Stage2,Kirlia,Yes
Eevee Grove,A3b,2025-06-26,69,Eevee Grove,Eevee Bag,107,Crown,Trainer,N/A,N/A,No
