set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Misdreavus,032,One Diamond,Psychic,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Mismagius,033,Two Diamond,Psychic,Stage1,Misdreavus,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Galarian Corsola,034,One Diamond,Psychic,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Galarian Cursola,035,Three Diamond,Psychic,Stage1,Galarian Corsola,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Latias,036,Three Diamond,Psychic,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Latios,037,Three Diamond,Psychic,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Frillish,038,One Diamond,Psychic,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Jellicent,039,Two Diamond,Psychic,Stage1,Frillish,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Diglett,040,One Diamond,Fighting,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Dugtrio,041,Two Diamond,Fighting,Stage1,Diglett,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Poliwrath ex,042,Four Diamond,Fighting,Stage2,Poliwhirl,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Phanpy,043,One Diamond,Fighting,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Donphan,044,Two Diamond,Fighting,Stage1,Phanpy,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Relicanth,045,One Diamond,Fighting,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Dwebble,046,One Diamond,Fighting,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Crustle,047,Two Diamond,Fighting,Stage1,Dwebble,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Seviper,048,One Diamond,Darkness,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Zorua,049,One Diamond,Darkness,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Zoroark,050,Three Diamond,Darkness,Stage1,Zorua,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Inkay,051,One Diamond,Darkness,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Malamar,052,Two Diamond,Darkness,Stage1,Inkay,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Skrelp,053,One Diamond,Darkness,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Dragalge,054,One Diamond,Darkness,Stage1,Skrelp,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Altaria,055,Three Diamond,Dragon,Stage1,Swablu,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Farfetch'd,056,One Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Lickitung,057,One Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Lickilicky,058,Two Diamond,Colorless,Stage1,Lickitung,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Igglybuff,059,Three Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Teddiursa,060,One Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Ursaring,061,Two Diamond,Colorless,Stage1,Teddiursa,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Miltank,062,Two Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Azurill,063,Three Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Swablu,064,One Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Zangoose,065,Two Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Fletchling,066,One Diamond,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Inflatable Boat,067,Two Diamond,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Memory Light,068,Two Diamond,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Whitney,069,Two Diamond,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Traveling Merchant,070,Two Diamond,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Morty,071,Two Diamond,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Milotic,072,One Star,Water,Stage1,Feebas,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Stunfisk,073,One Star,Lightning,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Yamper,074,One Star,Lightning,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Latios,075,One Star,Psychic,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Phanpy,076,One Star,Fighting,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Azurill,077,One Star,Colorless,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Jumpluff ex,078,Two Star,Grass,Stage2,Skiploom,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Entei ex,079,Two Star,Fire,Basic,N/A,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Suicune ex,080,Two Star,Water,Basic,N/A,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Raikou ex,081,Two Star,Lightning,Basic,N/A,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Poliwrath ex,082,Two Star,Fighting,Stage2,Poliwhirl,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Whitney,083,Two Star,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Traveling Merchant,084,Two Star,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Morty,085,Two Star,Trainer,N/A,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Jumpluff ex,086,Two Star,Grass,Stage2,Skiploom,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Entei ex,087,Two Star,Fire,Basic,N/A,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Raikou ex,088,Two Star,Lightning,Basic,N/A,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Poliwrath ex,089,Two Star,Fighting,Stage2,Poliwhirl,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Suicune ex,090,Three Star,Water,Basic,N/A,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Chimchar,091,One Shiny,Fire,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Monferno,092,One Shiny,Fire,Stage1,Chimchar,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Psyduck,093,One Shiny,Water,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Golduck,094,One Shiny,Water,Stage1,Psyduck,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Krabby,095,One Shiny,Water,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Kingler,096,One Shiny,Water,Stage1,Krabby,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Pyukumuku,097,One Shiny,Water,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Gible,098,One Shiny,Fighting,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Gabite,099,One Shiny,Fighting,Stage1,Gible,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Paldean Wooper,100,One Shiny,Darkness,Basic,N/A,No
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Infernape ex,101,Two Shiny,Fire,Stage2,Monferno,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Mew ex,102,Two Shiny,Psychic,Basic,N/A,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Garchomp ex,103,Two Shiny,Fighting,Stage2,Gabite,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Paldean Clodsire ex,104,Two Shiny,Darkness,Stage1,Paldean Wooper,Yes
Secluded Springs,A4a,2025-08-28,71,Suicune themed booster pack,Mantyke,105,Crown,Water,Basic,N/A,No
