set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Darmanitan,036,Two Diamond,Fire,Stage1,Darumaka,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Heatmor,037,One Diamond,Fire,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Poliwag,038,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Poliwhirl,039,Two Diamond,Water,Stage1,Poliwag,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Politoed,040,Three Diamond,Water,Stage2,Poliwhirl,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Horsea,041,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Seadra,042,Two Diamond,Water,Stage1,Horsea,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Kingdra ex,043,Four Diamond,Water,Stage2,Seadra,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Magikarp,044,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Gyarados,045,Three Diamond,Water,Stage1,Magikarp,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Totodile,046,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Croconaw,047,Two Diamond,Water,Stage1,Totodile,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Feraligatr,048,Three Diamond,Water,Stage2,Croconaw,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Marill,049,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Azumarill,050,Two Diamond,Water,Stage1,Marill,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Wooper,051,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Quagsire,052,Two Diamond,Water,Stage1,Wooper,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Qwilfish,053,Two Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Corsola,054,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Remoraid,055,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Octillery,056,Three Diamond,Water,Stage1,Remoraid,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Delibird,057,Two Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Mantine,058,Two Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Suicune,059,Three Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Corphish,060,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Crawdaunt,061,Three Diamond,Water,Stage1,Corphish,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Ducklett,062,One Diamond,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Swanna,063,Two Diamond,Water,Stage1,Ducklett,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Chinchou,064,One Diamond,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lanturn ex,065,Four Diamond,Lightning,Stage1,Chinchou,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Pichu,066,Three Diamond,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Mareep,067,One Diamond,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Flaaffy,068,Two Diamond,Lightning,Stage1,Mareep,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Ampharos,069,Three Diamond,Lightning,Stage2,Flaaffy,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Elekid,070,Three Diamond,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Raikou,071,Three Diamond,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Emolga,072,One Diamond,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Slowpoke,073,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Slowking,074,Two Diamond,Psychic,Stage1,Slowpoke,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Smoochum,075,Three Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Jynx,076,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Cleffa,077,Three Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Togepi,078,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Togetic,079,Two Diamond,Psychic,Stage1,Togepi,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Togekiss,080,Three Diamond,Psychic,Stage2,Togetic,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Natu,081,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Xatu,082,Three Diamond,Psychic,Stage1,Natu,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Espeon ex,083,Four Diamond,Psychic,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Unown,084,Three Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Unown,085,Three Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Wobbuffet,086,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Girafarig,087,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Snubbull,088,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Granbull,089,Two Diamond,Psychic,Stage1,Snubbull,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Munna,090,One Diamond,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Musharna,091,Two Diamond,Psychic,Stage1,Munna,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Onix,092,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Sudowoodo,093,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Gligar,094,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Gliscor,095,Two Diamond,Fighting,Stage1,Gligar,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Swinub,096,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Piloswine,097,Two Diamond,Fighting,Stage1,Swinub,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Mamoswine,098,Three Diamond,Fighting,Stage2,Piloswine,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Phanpy,099,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Donphan ex,100,Four Diamond,Fighting,Stage1,Phanpy,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Tyrogue,101,Three Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Hitmontop,102,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Larvitar,103,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Pupitar,104,Two Diamond,Fighting,Stage1,Larvitar,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Binacle,105,One Diamond,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Barbaracle,106,Two Diamond,Fighting,Stage1,Binacle,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Zubat,107,One Diamond,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Golbat,108,Two Diamond,Darkness,Stage1,Zubat,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Crobat ex,109,Four Diamond,Darkness,Stage2,Golbat,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Spinarak,110,One Diamond,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Ariados,111,Two Diamond,Darkness,Stage1,Spinarak,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Umbreon ex,112,Four Diamond,Darkness,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Murkrow,113,One Diamond,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Honchkrow,114,Two Diamond,Darkness,Stage1,Murkrow,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Sneasel,115,One Diamond,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Weavile,116,Two Diamond,Darkness,Stage1,Sneasel,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Houndour,117,One Diamond,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Houndoom,118,Two Diamond,Darkness,Stage1,Houndour,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Tyranitar,119,Three Diamond,Darkness,Stage2,Pupitar,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Absol,120,Two Diamond,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Forretress,121,Two Diamond,Metal,Stage1,Pineco,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Steelix,122,Three Diamond,Metal,Stage1,Onix,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Scizor,123,Three Diamond,Metal,Stage1,Scyther,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Skarmory ex,124,Four Diamond,Metal,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Mawile,125,One Diamond,Metal,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Klink,126,One Diamond,Metal,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Klang,127,Two Diamond,Metal,Stage1,Klink,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Klinklang,128,Three Diamond,Metal,Stage2,Klang,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Spearow,129,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Fearow,130,One Diamond,Colorless,Stage1,Spearow,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Chansey,131,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Blissey,132,Three Diamond,Colorless,Stage1,Chansey,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Kangaskhan,133,Three Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Eevee,134,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Porygon,135,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Porygon2,136,Two Diamond,Colorless,Stage1,Porygon,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Porygon-Z,137,Three Diamond,Colorless,Stage2,Porygon2,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Sentret,138,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Furret,139,One Diamond,Colorless,Stage1,Sentret,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Hoothoot,140,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Noctowl,141,One Diamond,Colorless,Stage1,Hoothoot,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Aipom,142,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Ambipom,143,One Diamond,Colorless,Stage1,Aipom,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Dunsparce,144,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Teddiursa,145,One Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Ursaring,146,Two Diamond,Colorless,Stage1,Teddiursa,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Stantler,147,Two Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Smeargle,148,Two Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lugia ex,149,Four Diamond,Colorless,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Bouffalant,150,Two Diamond,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Elemental Switch,151,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Squirt Bottle,152,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Steel Apron,153,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Dark Pendant,154,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Rescue Scarf,155,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Will,156,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lyra,157,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Silver,158,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Fisher,159,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Jasmine,160,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Hiker,161,Two Diamond,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Chikorita,162,One Star,Grass,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Bellossom,163,One Star,Grass,Stage2,Gloom,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Heracross,164,One Star,Grass,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Cyndaquil,165,One Star,Fire,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Magby,166,One Star,Fire,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Totodile,167,One Star,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Qwilfish,168,One Star,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Octillery,169,One Star,Water,Stage1,Remoraid,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Delibird,170,One Star,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Pichu,171,One Star,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Ampharos,172,One Star,Lightning,Stage2,Flaaffy,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Togepi,173,One Star,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Xatu,174,One Star,Psychic,Stage1,Natu,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Wobbuffet,175,One Star,Psychic,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,"Lugia, Ho-Oh",Gligar,176,One Star,Fighting,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Spinarak,177,One Star,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Murkrow,178,One Star,Darkness,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Tyranitar,179,One Star,Darkness,Stage2,Pupitar,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Scizor,180,One Star,Metal,Stage1,Scyther,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Sentret,181,One Star,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Hoothoot,182,One Star,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Stantler,183,One Star,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Smeargle,184,One Star,Colorless,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Blissey,185,One Star,Colorless,Stage1,Chansey,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Shuckle ex,186,Two Star,Grass,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Ho-Oh ex,187,Two Star,Fire,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Kingdra ex,188,Two Star,Water,Stage2,Seadra,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lanturn ex,189,Two Star,Lightning,Stage1,Chinchou,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Espeon ex,190,Two Star,Psychic,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Donphan ex,191,Two Star,Fighting,Stage1,Phanpy,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Crobat ex,192,Two Star,Darkness,Stage2,Golbat,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Umbreon ex,193,Two Star,Darkness,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Skarmory ex,194,Two Star,Metal,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lugia ex,195,Two Star,Colorless,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Will,196,Two Star,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lyra,197,Two Star,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Silver,198,Two Star,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Fisher,199,Two Star,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Jasmine,200,Two Star,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Hiker,201,Two Star,Trainer,N/A,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Shuckle ex,202,Two Star,Grass,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Kingdra ex,203,Two Star,Water,Stage2,Seadra,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lanturn ex,204,Two Star,Lightning,Stage1,Chinchou,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Espeon ex,205,Two Star,Psychic,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Donphan ex,206,Two Star,Fighting,Stage1,Phanpy,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Crobat ex,207,Two Star,Darkness,Stage2,Golbat,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Umbreon ex,208,Two Star,Darkness,Stage1,Eevee,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Skarmory ex,209,Two Star,Metal,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Ho-Oh ex,210,Three Star,Fire,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Lugia ex,211,Three Star,Colorless,Basic,N/A,Yes
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Yanma,212,One Shiny,Grass,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Ho-Oh,Flareon,213,One Shiny,Fire,Stage1,Eevee,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Magikarp,214,One Shiny,Water,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Gyarados,215,One Shiny,Water,Stage1,Magikarp,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Vaporeon,216,One Shiny,Water,Stage1,Eevee,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Magnemite,217,One Shiny,Lightning,Basic,N/A,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Magneton,218,One Shiny,Lightning,Stage1,Magnemite,No
Wisdom of Sea and Sky,A4,2025-07-30,161,Lugia,Jolteon,219,One Shiny,Lightning,Stage1,Eevee,No
