set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Genetic Apex,A1,2024-10-30,226,Charizard,Starmie ex,076,Four Diamond,Water,Stage1,Staryu,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Magikarp,077,One Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Gyarados,078,Three Diamond,Water,Stage1,Magikarp,No
Genetic Apex,A1,2024-10-30,226,Charizard,Lapras,079,Three Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Vaporeon,080,Three Diamond,Water,Stage1,Eevee,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Omanyte,081,Two Diamond,Water,Stage1,Helix Fossil,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Omastar,082,Three Diamond,Water,Stage2,Omanyte,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno,083,Three Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Articuno ex,084,Four Diamond,Water,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Ducklett,085,One Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Swanna,086,Two Diamond,Water,Stage1,Ducklett,No
Genetic Apex,A1,2024-10-30,226,Charizard,Froakie,087,One Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Frogadier,088,Two Diamond,Water,Stage1,Froakie,No
Genetic Apex,A1,2024-10-30,226,Charizard,Greninja,089,Three Diamond,Water,Stage2,Frogadier,No
Genetic Apex,A1,2024-10-30,226,Charizard,Pyukumuku,090,One Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Bruxish,091,Two Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Snom,092,One Diamond,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Frosmoth,093,Two Diamond,Water,Stage1,Snom,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu,094,One Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Raichu,095,Three Diamond,Lightning,Stage1,Pikachu,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Pikachu ex,096,Four Diamond,Lightning,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Magnemite,097,One Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Magneton,098,Three Diamond,Lightning,Stage1,Magnemite,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Voltorb,099,One Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Electrode,100,Two Diamond,Lightning,Stage1,Voltorb,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Electabuzz,101,One Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Jolteon,102,Three Diamond,Lightning,Stage1,Eevee,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos,103,Three Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Zapdos ex,104,Four Diamond,Lightning,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Blitzle,105,One Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Zebstrika,106,Two Diamond,Lightning,Stage1,Blitzle,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Tynamo,107,One Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Eelektrik,108,Two Diamond,Lightning,Stage1,Tynamo,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Eelektross,109,Three Diamond,Lightning,Stage2,Eelektrik,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Helioptile,110,One Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Heliolisk,111,One Diamond,Lightning,Stage1,Helioptile,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Pincurchin,112,Two Diamond,Lightning,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Clefairy,113,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Clefable,114,Two Diamond,Psychic,Stage1,Clefairy,No
Genetic Apex,A1,2024-10-30,226,Charizard,Abra,115,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kadabra,116,Two Diamond,Psychic,Stage1,Abra,No
Genetic Apex,A1,2024-10-30,226,Charizard,Alakazam,117,Three Diamond,Psychic,Stage2,Kadabra,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Slowpoke,118,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Slowbro,119,Two Diamond,Psychic,Stage1,Slowpoke,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gastly,120,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Haunter,121,Two Diamond,Psychic,Stage1,Gastly,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar,122,Three Diamond,Psychic,Stage2,Haunter,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gengar ex,123,Four Diamond,Psychic,Stage2,Haunter,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Drowzee,124,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Hypno,125,Three Diamond,Psychic,Stage1,Drowzee,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mr. Mime,126,Two Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Jynx,127,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo,128,Three Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Mewtwo ex,129,Four Diamond,Psychic,Basic,N/A,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Ralts,130,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Kirlia,131,Two Diamond,Psychic,Stage1,Ralts,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Gardevoir,132,Three Diamond,Psychic,Stage2,Kirlia,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Woobat,133,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Swoobat,134,One Diamond,Psychic,Stage1,Woobat,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Golett,135,One Diamond,Psychic,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Golurk,136,Two Diamond,Psychic,Stage1,Golett,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Sandshrew,137,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Sandslash,138,Two Diamond,Fighting,Stage1,Sandshrew,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Diglett,139,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Dugtrio,140,Two Diamond,Fighting,Stage1,Diglett,No
Genetic Apex,A1,2024-10-30,226,Charizard,Mankey,141,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Primeape,142,Two Diamond,Fighting,Stage1,Mankey,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machop,143,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machoke,144,Two Diamond,Fighting,Stage1,Machop,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp,145,Three Diamond,Fighting,Stage2,Machoke,No
Genetic Apex,A1,2024-10-30,226,Charizard,Machamp ex,146,Four Diamond,Fighting,Stage2,Machoke,Yes
Genetic Apex,A1,2024-10-30,226,Pikachu,Geodude,147,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Graveler,148,Two Diamond,Fighting,Stage1,Geodude,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Golem,149,Three Diamond,Fighting,Stage2,Graveler,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Onix,150,Two Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Cubone,151,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Marowak,152,Two Diamond,Fighting,Stage1,Cubone,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Marowak ex,153,Four Diamond,Fighting,Stage1,Cubone,Yes
Genetic Apex,A1,2024-10-30,226,Mewtwo,Hitmonlee,154,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Hitmonchan,155,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Rhyhorn,156,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Rhydon,157,Two Diamond,Fighting,Stage1,Rhyhorn,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kabuto,158,Two Diamond,Fighting,Stage1,Dome Fossil,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kabutops,159,Three Diamond,Fighting,Stage2,Kabuto,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Mienfoo,160,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Mienshao,161,Two Diamond,Fighting,Stage1,Mienfoo,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Clobbopus,162,One Diamond,Fighting,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Grapploct,163,Two Diamond,Fighting,Stage1,Clobbopus,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Ekans,164,One Diamond,Darkness,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Arbok,165,Two Diamond,Darkness,Stage1,Ekans,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoran♀,166,One Diamond,Darkness,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidorina,167,Two Diamond,Darkness,Stage1,Nidoran♀,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoqueen,168,Three Diamond,Darkness,Stage2,Nidorina,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoran♂,169,One Diamond,Darkness,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidorino,170,Two Diamond,Darkness,Stage1,Nidoran♂,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Nidoking,171,Three Diamond,Darkness,Stage2,Nidorino,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Zubat,172,One Diamond,Darkness,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Golbat,173,Two Diamond,Darkness,Stage1,Zubat,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Grimer,174,One Diamond,Darkness,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Muk,175,Three Diamond,Darkness,Stage1,Grimer,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Koffing,176,One Diamond,Darkness,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Weezing,177,Three Diamond,Darkness,Stage1,Koffing,No
Genetic Apex,A1,2024-10-30,226,Charizard,Mawile,178,One Diamond,Metal,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Pawniard,179,One Diamond,Metal,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Bisharp,180,Two Diamond,Metal,Stage1,Pawniard,No
Genetic Apex,A1,2024-10-30,226,Charizard,Meltan,181,One Diamond,Metal,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Melmetal,182,Three Diamond,Metal,Stage1,Meltan,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dratini,183,One Diamond,Dragon,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dragonair,184,Two Diamond,Dragon,Stage1,Dratini,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Dragonite,185,Three Diamond,Dragon,Stage2,Dragonair,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgey,186,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgeotto,187,One Diamond,Colorless,Stage1,Pidgey,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Pidgeot,188,Three Diamond,Colorless,Stage2,Pidgeotto,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Rattata,189,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Raticate,190,One Diamond,Colorless,Stage1,Rattata,No
Genetic Apex,A1,2024-10-30,226,Charizard,Spearow,191,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Fearow,192,One Diamond,Colorless,Stage1,Spearow,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Jigglypuff,193,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff,194,One Diamond,Colorless,Stage1,Jigglypuff,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Wigglytuff ex,195,Four Diamond,Colorless,Stage1,Jigglypuff,Yes
Genetic Apex,A1,2024-10-30,226,Charizard,Meowth,196,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Persian,197,Two Diamond,Colorless,Stage1,Meowth,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Farfetch'd,198,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Doduo,199,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Dodrio,200,Two Diamond,Colorless,Stage1,Doduo,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Lickitung,201,Two Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Chansey,202,Two Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Kangaskhan,203,Three Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Tauros,204,Two Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Ditto,205,Three Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Eevee,206,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Eevee,207,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Eevee,208,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Porygon,209,Two Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Aerodactyl,210,Three Diamond,Colorless,Stage1,Old Amber,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Snorlax,211,Three Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Minccino,212,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Cinccino,213,Two Diamond,Colorless,Stage1,Minccino,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Wooloo,214,One Diamond,Colorless,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,"Mewtwo, Charizard, Pikachu",Dubwool,215,One Diamond,Colorless,Stage1,Wooloo,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Helix Fossil,216,One Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Dome Fossil,217,One Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Old Amber,218,One Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Erika,219,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Misty,220,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Blaine,221,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Koga,222,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Giovanni,223,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Brock,224,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Sabrina,225,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Lt. Surge,226,Two Diamond,Trainer,N/A,N/A,No
Genetic Apex,A1,2024-10-30,226,Mewtwo,Bulbasaur,227,One Star,Grass,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Gloom,228,One Star,Grass,Stage1,Oddish,No
Genetic Apex,A1,2024-10-30,226,Charizard,Pinsir,229,One Star,Grass,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Charmander,230,One Star,Fire,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Charizard,Rapidash,231,One Star,Fire,Stage1,Ponyta,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Squirtle,232,One Star,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Gyarados,233,One Star,Water,Stage1,Magikarp,No
Genetic Apex,A1,2024-10-30,226,Charizard,Lapras,234,One Star,Water,Basic,N/A,No
Genetic Apex,A1,2024-10-30,226,Pikachu,Electrode,235,One Star,Lightning,Stage1,Voltorb,No
Genetic Apex,A1,2024-10-30,226,Charizard,Alakazam,236,One Star,Psychic,Stage2,Kadabra,No
