set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Incineroar ex,033,Four Diamond,Fire,Stage2,Torracat,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Oricorio,034,Two Diamond,Fire,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Salandit,035,One Diamond,Fire,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Salazzle,036,One Diamond,Fire,Stage1,Salandit,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Turtonator,037,Three Diamond,Fire,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Alolan Sandshrew,038,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Alolan Sandslash,039,Two Diamond,Water,Stage1,Alolan Sandshrew,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Vulpix,040,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Ninetales,041,Three Diamond,Water,Stage1,Alolan Vulpix,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Shellder,042,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Cloyster,043,Two Diamond,Water,Stage1,Shellder,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Lapras,044,Two Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Popplio,045,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Popplio,046,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Brionne,047,Two Diamond,Water,Stage1,Popplio,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Primarina,048,Three Diamond,Water,Stage2,Brionne,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Crabominable ex,049,Four Diamond,Water,Stage1,Crabrawler,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Wishiwashi,050,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Wishiwashi ex,051,Four Diamond,Water,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Dewpider,052,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Araquanid,053,Two Diamond,Water,Stage1,Dewpider,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Pyukumuku,054,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Bruxish,055,One Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Tapu Fini,056,Three Diamond,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Pikachu,057,One Diamond,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Raichu ex,058,Four Diamond,Lightning,Stage1,Pikachu,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Geodude,059,One Diamond,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Graveler,060,Two Diamond,Lightning,Stage1,Alolan Geodude,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Golem,061,Three Diamond,Lightning,Stage2,Alolan Graveler,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Helioptile,062,One Diamond,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Heliolisk,063,One Diamond,Lightning,Stage1,Helioptile,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Charjabug,064,Two Diamond,Lightning,Stage1,Grubbin,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Vikavolt,065,Three Diamond,Lightning,Stage2,Charjabug,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Oricorio,066,Three Diamond,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Togedemaru,067,One Diamond,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Tapu Koko,068,Three Diamond,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Mr. Mime,069,Two Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Sableye,070,Two Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Spoink,071,One Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Grumpig,072,Two Diamond,Psychic,Stage1,Spoink,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Lunatone,073,One Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Shuppet,074,One Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Banette,075,One Diamond,Psychic,Stage1,Shuppet,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Oricorio,076,Two Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Oricorio,077,Two Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Cutiefly,078,One Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Ribombee,079,One Diamond,Psychic,Stage1,Cutiefly,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Comfey,080,Three Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Sandygast,081,One Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Palossand,082,Three Diamond,Psychic,Stage1,Sandygast,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Mimikyu,083,One Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Tapu Lele,084,Three Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Cosmog,085,One Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Cosmoem,086,Two Diamond,Psychic,Stage1,Cosmog,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Lunala ex,087,Four Diamond,Psychic,Stage2,Cosmoem,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Necrozma,088,Three Diamond,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Cubone,089,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Makuhita,090,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Hariyama,091,Two Diamond,Fighting,Stage1,Makuhita,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Solrock,092,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Drilbur,093,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Timburr,094,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Gurdurr,095,Two Diamond,Fighting,Stage1,Timburr,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Conkeldurr,096,Three Diamond,Fighting,Stage2,Gurdurr,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Crabrawler,097,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Rockruff,098,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Rockruff,099,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Lycanroc,100,Three Diamond,Fighting,Stage1,Rockruff,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Lycanroc,101,Three Diamond,Fighting,Stage1,Rockruff,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Mudbray,102,One Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Mudsdale,103,Two Diamond,Fighting,Stage1,Mudbray,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Passimian ex,104,Four Diamond,Fighting,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Minior,105,Two Diamond,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Rattata,106,One Diamond,Darkness,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Raticate,107,Two Diamond,Darkness,Stage1,Alolan Rattata,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Meowth,108,One Diamond,Darkness,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Persian,109,Three Diamond,Darkness,Stage1,Alolan Meowth,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Grimer,110,One Diamond,Darkness,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Muk ex,111,Four Diamond,Darkness,Stage1,Alolan Grimer,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Absol,112,Three Diamond,Darkness,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Trubbish,113,One Diamond,Darkness,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Garbodor,114,Two Diamond,Darkness,Stage1,Trubbish,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Mareanie,115,One Diamond,Darkness,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Toxapex,116,One Diamond,Darkness,Stage1,Mareanie,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Alolan Diglett,117,One Diamond,Metal,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Alolan Dugtrio,118,One Diamond,Metal,Stage1,Alolan Diglett,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Excadrill,119,Two Diamond,Metal,Stage1,Drilbur,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Escavalier,120,Two Diamond,Metal,Stage1,Karrablast,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Klefki,121,Three Diamond,Metal,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Solgaleo ex,122,Four Diamond,Metal,Stage2,Cosmoem,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Magearna,123,Three Diamond,Metal,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Drampa,124,Three Diamond,Dragon,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Jangmo-o,125,One Diamond,Dragon,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Hakamo-o,126,Two Diamond,Dragon,Stage1,Jangmo-o,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Kommo-o,127,Three Diamond,Dragon,Stage2,Hakamo-o,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Tauros,128,Two Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Skitty,129,One Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Delcatty,130,Two Diamond,Colorless,Stage1,Skitty,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Fletchling,131,One Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Hawlucha,132,Two Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Pikipek,133,One Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Trumbeak,134,One Diamond,Colorless,Stage1,Pikipek,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Toucannon,135,Two Diamond,Colorless,Stage2,Trumbeak,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Yungoos,136,One Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Gumshoos,137,One Diamond,Colorless,Stage1,Yungoos,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Stufful,138,One Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Bewear,139,Three Diamond,Colorless,Stage1,Stufful,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Oranguru,140,Three Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Komala,141,Two Diamond,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Big Malasada,142,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Fishing Net,143,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,"Solgaleo, Lunala",Rare Candy,144,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Rotom Dex,145,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Poison Barb,146,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Leaf Cape,147,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Acerola,148,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Ilima,149,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Kiawe,150,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Guzma,151,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Lana,152,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Sophocles,153,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Mallow,154,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Lillie,155,Two Diamond,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Exeggutor,156,One Star,Grass,Stage1,Exeggcute,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Morelull,157,One Star,Grass,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Tsareena,158,One Star,Grass,Stage2,Steenee,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Tapu Bulu,159,One Star,Grass,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Marowak,160,One Star,Fire,Stage1,Cubone,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Turtonator,161,One Star,Fire,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Vulpix,162,One Star,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Pyukumuku,163,One Star,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Tapu Fini,164,One Star,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Oricorio,165,One Star,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Tapu Koko,166,One Star,Lightning,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Cutiefly,167,One Star,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Comfey,168,One Star,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Sandygast,169,One Star,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Tapu Lele,170,One Star,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Cosmog,171,One Star,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Rockruff,172,One Star,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Mudsdale,173,One Star,Fighting,Stage1,Mudbray,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Minior,174,One Star,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Magearna,175,One Star,Metal,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Drampa,176,One Star,Dragon,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Pikipek,177,One Star,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Bewear,178,One Star,Colorless,Stage1,Stufful,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Komala,179,One Star,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Decidueye ex,180,Two Star,Grass,Stage2,Dartrix,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Dhelmise ex,181,Two Star,Grass,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Incineroar ex,182,Two Star,Fire,Stage2,Torracat,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Crabominable ex,183,Two Star,Water,Stage1,Crabrawler,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Wishiwashi ex,184,Two Star,Water,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Raichu ex,185,Two Star,Lightning,Stage1,Pikachu,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Lunala ex,186,Two Star,Psychic,Stage2,Cosmoem,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Passimian ex,187,Two Star,Fighting,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Muk ex,188,Two Star,Darkness,Stage1,Alolan Grimer,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Solgaleo ex,189,Two Star,Metal,Stage2,Cosmoem,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Acerola,190,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Ilima,191,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Kiawe,192,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Guzma,193,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Lana,194,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Sophocles,195,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Mallow,196,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Lillie,197,Two Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Decidueye ex,198,Two Star,Grass,Stage2,Dartrix,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Dhelmise ex,199,Two Star,Grass,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Incineroar ex,200,Two Star,Fire,Stage2,Torracat,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Crabominable ex,201,Two Star,Water,Stage1,Crabrawler,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Wishiwashi ex,202,Two Star,Water,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Alolan Raichu ex,203,Two Star,Lightning,Stage1,Pikachu,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Lunala ex,204,Two Star,Psychic,Stage2,Cosmoem,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Passimian ex,205,Two Star,Fighting,Basic,N/A,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Alolan Muk ex,206,Two Star,Darkness,Stage1,Alolan Grimer,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Solgaleo ex,207,Two Star,Metal,Stage2,Cosmoem,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Guzma,208,Three Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Lillie,209,Three Star,Trainer,N/A,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Bulbasaur,210,One Shiny,Grass,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Ivysaur,211,One Shiny,Grass,Stage1,Bulbasaur,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Venusaur,212,One Shiny,Grass,Stage2,Ivysaur,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Exeggcute,213,One Shiny,Grass,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Exeggutor,214,One Shiny,Grass,Stage1,Exeggcute,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Squirtle,215,One Shiny,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Wartortle,216,One Shiny,Water,Stage1,Squirtle,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Blastoise,217,One Shiny,Water,Stage2,Wartortle,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Staryu,218,One Shiny,Water,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Starmie,219,One Shiny,Water,Stage1,Staryu,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Gastly,220,One Shiny,Psychic,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Haunter,221,One Shiny,Psychic,Stage1,Gastly,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Gengar,222,One Shiny,Psychic,Stage2,Haunter,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Machop,223,One Shiny,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Machoke,224,One Shiny,Fighting,Stage1,Machop,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Machamp,225,One Shiny,Fighting,Stage2,Machoke,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Cubone,226,One Shiny,Fighting,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Lunala,Marowak,227,One Shiny,Fighting,Stage1,Cubone,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Jigglypuff,228,One Shiny,Colorless,Basic,N/A,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Wigglytuff,229,One Shiny,Colorless,Stage1,Jigglypuff,No
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Venusaur ex,230,Two Shiny,Grass,Stage2,Ivysaur,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Exeggutor ex,231,Two Shiny,Grass,Stage1,Exeggcute,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Blastoise ex,232,Two Shiny,Water,Stage2,Wartortle,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Starmie ex,233,Two Shiny,Water,Stage1,Staryu,Yes
Celestial Guardians,A3,2025-04-30,155,Lunala,Gengar ex,234,Two Shiny,Psychic,Stage2,Haunter,Yes
Celestial Guardians,A3,2025-04-30,155,Solgaleo,Machamp ex,235,Two Shiny,Fighting,Stage2,Machoke,Yes
