set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Mythical Island,A1a,2024-12-17,68,Mythical Island,Aerodactyl ex,046,Four Diamond,Fighting,Stage1,Old Amber,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Marshadow,047,Three Diamond,Fighting,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Stonjourner,048,Two Diamond,Fighting,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Koffing,049,One Diamond,Darkness,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Weezing,050,Two Diamond,Darkness,Stage1,Koffing,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Purrloin,051,One Diamond,Darkness,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Liepard,052,One Diamond,Darkness,Stage1,Purrloin,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Venipede,053,One Diamond,Darkness,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Whirlipede,054,One Diamond,Darkness,Stage1,Venipede,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Scolipede,055,Two Diamond,Darkness,Stage2,Whirlipede,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Druddigon,056,Two Diamond,Dragon,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgey,057,One Diamond,Colorless,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgeotto,058,One Diamond,Colorless,Stage1,Pidgey,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgeot ex,059,Four Diamond,Colorless,Stage2,Pidgeotto,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Tauros,060,Three Diamond,Colorless,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Eevee,061,One Diamond,Colorless,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Chatot,062,One Diamond,Colorless,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Old Amber,063,One Diamond,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pokémon Flute,064,Two Diamond,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mythical Slab,065,Two Diamond,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Budding Expeditioner,066,Two Diamond,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Blue,067,Two Diamond,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Leaf,068,Two Diamond,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Exeggutor,069,One Star,Grass,Stage1,Exeggcute,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Serperior,070,One Star,Grass,Stage2,Servine,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Salandit,071,One Star,Fire,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Vaporeon,072,One Star,Water,Stage1,Eevee,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Dedenne,073,One Star,Lightning,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Marshadow,074,One Star,Fighting,Basic,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Celebi ex,075,Two Star,Grass,Basic,N/A,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Gyarados ex,076,Two Star,Water,Stage1,Magikarp,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew ex,077,Two Star,Psychic,Basic,N/A,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Aerodactyl ex,078,Two Star,Fighting,Stage1,Old Amber,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Pidgeot ex,079,Two Star,Colorless,Stage2,Pidgeotto,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Budding Expeditioner,080,Two Star,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Blue,081,Two Star,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Leaf,082,Two Star,Trainer,N/A,N/A,No
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew ex,083,Two Star,Psychic,Basic,N/A,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Aerodactyl ex,084,Two Star,Fighting,Stage1,Old Amber,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Celebi ex,085,Three Star,Grass,Basic,N/A,Yes
Mythical Island,A1a,2024-12-17,68,Mythical Island,Mew ex,086,Crown,Psychic,Basic,N/A,Yes
