set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Ambipom,131,One Diamond,Colorless,Stage1,Aipom,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Starly,132,One Diamond,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Staravia,133,One Diamond,Colorless,Stage1,Starly,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Staraptor,134,Two Diamond,Colorless,Stage2,Staravia,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bidoof,135,One Diamond,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bibarel,136,One Diamond,Colorless,Stage1,Bidoof,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Buneary,137,One Diamond,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Lopunny,138,One Diamond,Colorless,Stage1,Buneary,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Glameow,139,One Diamond,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Purugly,140,Two Diamond,Colorless,Stage1,Glameow,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Chatot,141,One Diamond,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Fan Rotom,142,One Diamond,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Regigigas,143,Three Diamond,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Skull Fossil,144,One Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Armor Fossil,145,One Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Pokémon Communication,146,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Giant Cape,147,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rocky Helmet,148,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lum Berry,149,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cyrus,150,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Team Galactic Grunt,151,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cynthia,152,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Volkner,153,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dawn,154,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mars,155,Two Diamond,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Tangrowth,156,One Star,Grass,Stage1,Tangela,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Combee,157,One Star,Grass,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Carnivine,158,One Star,Grass,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Shaymin,159,One Star,Grass,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Mamoswine,160,One Star,Water,Stage2,Piloswine,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Gastrodon,161,One Star,Water,Stage1,Shellos,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Manaphy,162,One Star,Water,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Shinx,163,One Star,Lightning,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rotom,164,One Star,Lightning,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Drifloon,165,One Star,Psychic,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Mesprit,166,One Star,Psychic,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Giratina,167,One Star,Psychic,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cresselia,168,One Star,Psychic,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rhyperior,169,One Star,Fighting,Stage2,Rhydon,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Lucario,170,One Star,Fighting,Stage1,Riolu,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Hippopotas,171,One Star,Fighting,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Spiritomb,172,One Star,Darkness,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Croagunk,173,One Star,Darkness,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Heatran,174,One Star,Metal,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Garchomp,175,One Star,Dragon,Stage2,Gabite,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Staraptor,176,One Star,Colorless,Stage2,Staravia,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bidoof,177,One Star,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Glameow,178,One Star,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Regigigas,179,One Star,Colorless,Basic,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Yanmega ex,180,Two Star,Grass,Stage1,Yanma,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Infernape ex,181,Two Star,Fire,Stage2,Monferno,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Palkia ex,182,Two Star,Water,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Pachirisu ex,183,Two Star,Lightning,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mismagius ex,184,Two Star,Psychic,Stage1,Misdreavus,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Gallade ex,185,Two Star,Fighting,Stage2,Kirlia,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Weavile ex,186,Two Star,Darkness,Stage1,Sneasel,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Darkrai ex,187,Two Star,Darkness,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dialga ex,188,Two Star,Metal,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lickilicky ex,189,Two Star,Colorless,Stage1,Lickitung,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cyrus,190,Two Star,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Team Galactic Grunt,191,Two Star,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cynthia,192,Two Star,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Volkner,193,Two Star,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dawn,194,Two Star,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mars,195,Two Star,Trainer,N/A,N/A,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Yanmega ex,196,Two Star,Grass,Stage1,Yanma,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Infernape ex,197,Two Star,Fire,Stage2,Monferno,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Pachirisu ex,198,Two Star,Lightning,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mismagius ex,199,Two Star,Psychic,Stage1,Misdreavus,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Gallade ex,200,Two Star,Fighting,Stage2,Kirlia,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Weavile ex,201,Two Star,Darkness,Stage1,Sneasel,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Darkrai ex,202,Two Star,Darkness,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lickilicky ex,203,Two Star,Colorless,Stage1,Lickitung,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Palkia ex,204,Three Star,Water,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dialga ex,205,Three Star,Metal,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Palkia ex,206,Crown,Water,Basic,N/A,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Dialga ex,207,Crown,Metal,Basic,N/A,Yes
